Hora	Eólica	Nuclear	Fuel/gas	Carbón	Ciclo combinado	Hidráulica	Intercambios int	Enlace balear	Solar fotovoltaica	Solar térmica	Térmica renovable	Cogeneración y residuos
2024-05-24 22:45	2242	4051	0	249	3812	9794	2916	-136	173	713	527	1984
2024-05-24 22:50	2226	4048	0	247	3804	9598	3016	-131	172	713	527	1973
2024-05-24 22:55	2239	4047	0	247	3806	9509	3085	-126	171	713	527	1973
2024-05-24 23:00	2209	4050	0	247	3864	9685	2605	-121	170	713	527	1978
2024-05-24 23:05	2162	4049	0	247	3867	10001	2214	-119	167	713	527	1980
2024-05-24 23:10	2160	4048	0	247	3809	10041	2030	-113	167	713	527	1977
2024-05-24 23:15	2131	4051	0	248	3799	9973	1897	-97	167	714	527	1967
2024-05-24 23:20	2118	4050	0	249	3633	10017	1891	-82	167	714	527	1944
2024-05-24 23:25	2088	4049	0	247	3629	9724	2121	-67	167	714	527	1979
2024-05-24 23:30	2063	4055	0	248	3569	9623	1878	-52	167	716	527	1967
2024-05-24 23:35	2074	4050	0	250	3389	9674	1923	-51	167	716	527	1979
2024-05-24 23:40	2038	4050	0	248	3314	9345	1931	-51	167	715	527	1979
2024-05-24 23:45	2011	4052	0	248	3260	9174	2206	-51	167	716	527	1968
2024-05-24 23:50	2006	4050	0	248	3255	9095	2029	-51	125	716	527	1943
2024-05-24 23:55	1987	4052	0	247	3289	8796	2153	-51	125	716	527	1977
2024-05-25 00:00	1973	4051	0	249	3444	9083	1682	-75	125	716	527	1931
2024-05-25 00:05	1929	4046	0	248	3698	9287	1333	-100	125	717	524	1962
2024-05-25 00:10	1885	4046	0	248	3811	9334	1308	-102	125	718	524	1961
2024-05-25 00:15	1872	4053	0	248	3773	9342	1272	-101	90	717	524	1951
2024-05-25 00:20	1838	4051	0	249	3614	9315	1458	-102	90	717	524	1924
2024-05-25 00:25	1824	4048	0	249	3577	9226	1520	-101	90	718	524	1961
2024-05-25 00:30	1821	4049	0	248	3532	9123	1502	-102	90	718	524	1960
2024-05-25 00:35	1815	4050	0	249	3414	9101	1456	-102	90	718	524	1957
2024-05-25 00:40	1802	4048	0	249	3351	9051	1617	-101	90	719	524	1943
2024-05-25 00:45	1795	4048	0	249	3330	9089	1518	-102	90	719	524	1958
2024-05-25 00:50	1816	4051	0	249	3291	8958	1542	-102	90	719	524	1954
2024-05-25 00:55	1841	4053	0	249	3277	8651	1627	-102	90	705	524	1941
2024-05-25 01:00	1865	4050	0	249	3265	8368	1582	-102	90	714	524	1952
2024-05-25 01:05	1908	4049	0	249	2887	8463	1795	-102	90	692	515	1907
2024-05-25 01:10	1945	4055	0	249	2822	8461	1807	-102	89	703	515	1939
2024-05-25 01:15	1967	4049	0	249	2771	8438	1691	-102	89	702	515	1939
2024-05-25 01:20	2012	4048	0	249	2792	8343	1628	-102	89	700	515	1941
2024-05-25 01:25	2042	4051	0	247	2735	8257	1646	-102	89	699	515	1889
2024-05-25 01:30	2083	4056	0	249	2670	7911	1844	-102	89	698	515	1926
2024-05-25 01:35	2107	4045	0	249	2677	8155	1595	-101	89	698	515	1928
2024-05-25 01:40	2130	4051	0	249	2695	8169	1468	-101	89	682	515	1931
2024-05-25 01:45	2156	4053	0	249	2713	8052	1477	-102	89	697	515	1893
2024-05-25 01:50	2204	4050	0	249	2715	7970	1427	-102	89	697	515	1932
2024-05-25 01:55	2251	4053	0	247	2805	7829	1309	-101	89	696	515	1933
2024-05-25 02:00	2309	4041	0	247	2796	7547	1565	-102	89	697	515	1930
2024-05-25 02:05	2340	4050	0	249	2673	7359	1840	-102	89	695	515	1872
2024-05-25 02:10	2392	4049	0	247	2584	7260	1846	-102	89	696	515	1864
2024-05-25 02:15	2434	4049	0	248	2526	7128	1800	-102	89	696	515	1903
2024-05-25 02:20	2473	4050	0	248	2511	7005	1875	-102	89	696	515	1900
2024-05-25 02:25	2479	4051	0	250	2528	6926	1705	-102	88	697	515	1902
2024-05-25 02:30	2511	4053	0	248	2525	6860	1773	-102	88	697	515	1899
2024-05-25 02:35	2565	4048	0	248	2514	6755	1760	-102	88	696	515	1860
2024-05-25 02:40	2601	4048	0	248	2496	6635	1880	-102	88	697	515	1896
2024-05-25 02:45	2648	4051	0	248	2517	6566	1869	-102	88	698	515	1894
2024-05-25 02:50	2662	4054	0	248	2499	6505	1853	-102	88	697	515	1865
2024-05-25 02:55	2691	4055	0	250	2457	6391	1738	-101	88	695	515	1864
2024-05-25 03:00	2735	4057	0	247	2412	6333	1745	-102	88	693	515
